# Old Mojang name → New Mojang name (26.1 package reorganization)
# Format: OLD_CLASS	NEW_CLASS
net/minecraft/BlockUtil	net/minecraft/util/BlockUtil
net/minecraft/world/level/levelgen/structure/OceanMonumentPieces$OceanMonumentSimpleRoom	net/minecraft/world/level/levelgen/structure/structures/OceanMonumentPieces$OceanMonumentSimpleRoom
net/minecraft/world/level/levelgen/structure/OceanMonumentPieces$OceanMonumentSimpleTopRoom	net/minecraft/world/level/levelgen/structure/structures/OceanMonumentPieces$OceanMonumentSimpleTopRoom
net/minecraft/world/level/levelgen/structure/OceanMonumentPieces$OceanMonumentWingRoom	net/minecraft/world/level/levelgen/structure/structures/OceanMonumentPieces$OceanMonumentWingRoom
net/minecraft/world/level/levelgen/structure/OceanMonumentPieces$RoomDefinition	net/minecraft/world/level/levelgen/structure/structures/OceanMonumentPieces$RoomDefinition
net/minecraft/world/level/levelgen/structure/OceanRuinPieces	net/minecraft/world/level/levelgen/structure/structures/OceanRuinPieces
net/minecraft/world/level/levelgen/structure/OceanRuinPieces$OceanRuinPiece	net/minecraft/world/level/levelgen/structure/structures/OceanRuinPieces$OceanRuinPiece
net/minecraft/world/level/levelgen/structure/RuinedPortalPiece	net/minecraft/world/level/levelgen/structure/structures/RuinedPortalPiece
net/minecraft/world/level/levelgen/structure/RuinedPortalPiece$Properties	net/minecraft/world/level/levelgen/structure/structures/RuinedPortalPiece$Properties
net/minecraft/world/level/levelgen/structure/RuinedPortalPiece$VerticalPlacement	net/minecraft/world/level/levelgen/structure/structures/RuinedPortalPiece$VerticalPlacement
net/minecraft/world/level/levelgen/structure/ShipwreckPieces	net/minecraft/world/level/levelgen/structure/structures/ShipwreckPieces
net/minecraft/world/level/levelgen/structure/ShipwreckPieces$ShipwreckPiece	net/minecraft/world/level/levelgen/structure/structures/ShipwreckPieces$ShipwreckPiece
net/minecraft/world/level/levelgen/structure/StrongholdPieces	net/minecraft/world/level/levelgen/structure/structures/StrongholdPieces
net/minecraft/world/level/levelgen/structure/StrongholdPieces$1	net/minecraft/world/level/levelgen/structure/structures/StrongholdPieces$1
net/minecraft/world/level/levelgen/structure/StrongholdPieces$2	net/minecraft/world/level/levelgen/structure/structures/StrongholdPieces$2
net/minecraft/world/level/levelgen/structure/StrongholdPieces$3	net/minecraft/world/level/levelgen/structure/structures/StrongholdPieces$3
net/minecraft/world/level/levelgen/structure/StrongholdPieces$ChestCorridor	net/minecraft/world/level/levelgen/structure/structures/StrongholdPieces$ChestCorridor
net/minecraft/world/level/levelgen/structure/StrongholdPieces$FillerCorridor	net/minecraft/world/level/levelgen/structure/structures/StrongholdPieces$FillerCorridor
net/minecraft/world/level/levelgen/structure/StrongholdPieces$FiveCrossing	net/minecraft/world/level/levelgen/structure/structures/StrongholdPieces$FiveCrossing
net/minecraft/world/level/levelgen/structure/StrongholdPieces$LeftTurn	net/minecraft/world/level/levelgen/structure/structures/StrongholdPieces$LeftTurn
net/minecraft/world/level/levelgen/structure/StrongholdPieces$Library	net/minecraft/world/level/levelgen/structure/structures/StrongholdPieces$Library
net/minecraft/world/level/levelgen/structure/StrongholdPieces$PieceWeight	net/minecraft/world/level/levelgen/structure/structures/StrongholdPieces$PieceWeight
net/minecraft/world/level/levelgen/structure/StrongholdPieces$PortalRoom	net/minecraft/world/level/levelgen/structure/structures/StrongholdPieces$PortalRoom
net/minecraft/world/level/levelgen/structure/StrongholdPieces$PrisonHall	net/minecraft/world/level/levelgen/structure/structures/StrongholdPieces$PrisonHall
net/minecraft/world/level/levelgen/structure/StrongholdPieces$RightTurn	net/minecraft/world/level/levelgen/structure/structures/StrongholdPieces$RightTurn
net/minecraft/world/level/levelgen/structure/StrongholdPieces$RoomCrossing	net/minecraft/world/level/levelgen/structure/structures/StrongholdPieces$RoomCrossing
net/minecraft/world/level/levelgen/structure/StrongholdPieces$SmoothStoneSelector	net/minecraft/world/level/levelgen/structure/structures/StrongholdPieces$SmoothStoneSelector
net/minecraft/world/level/levelgen/structure/StrongholdPieces$StairsDown	net/minecraft/world/level/levelgen/structure/structures/StrongholdPieces$StairsDown
net/minecraft/world/level/levelgen/structure/StrongholdPieces$StartPiece	net/minecraft/world/level/levelgen/structure/structures/StrongholdPieces$StartPiece
net/minecraft/world/level/levelgen/structure/StrongholdPieces$Straight	net/minecraft/world/level/levelgen/structure/structures/StrongholdPieces$Straight
net/minecraft/world/level/levelgen/structure/StrongholdPieces$StraightStairsDown	net/minecraft/world/level/levelgen/structure/structures/StrongholdPieces$StraightStairsDown
net/minecraft/world/level/levelgen/structure/StrongholdPieces$StrongholdPiece	net/minecraft/world/level/levelgen/structure/structures/StrongholdPieces$StrongholdPiece
net/minecraft/world/level/levelgen/structure/StrongholdPieces$StrongholdPiece$SmallDoorType	net/minecraft/world/level/levelgen/structure/structures/StrongholdPieces$StrongholdPiece$SmallDoorType
net/minecraft/world/level/levelgen/structure/StrongholdPieces$Turn	net/minecraft/world/level/levelgen/structure/structures/StrongholdPieces$Turn
net/minecraft/world/level/levelgen/structure/WoodlandMansionPieces	net/minecraft/world/level/levelgen/structure/structures/WoodlandMansionPieces
net/minecraft/world/level/levelgen/structure/WoodlandMansionPieces$FirstFloorRoomCollection	net/minecraft/world/level/levelgen/structure/structures/WoodlandMansionPieces$FirstFloorRoomCollection
net/minecraft/world/level/levelgen/structure/WoodlandMansionPieces$FloorRoomCollection	net/minecraft/world/level/levelgen/structure/structures/WoodlandMansionPieces$FloorRoomCollection
net/minecraft/world/level/levelgen/structure/WoodlandMansionPieces$MansionGrid	net/minecraft/world/level/levelgen/structure/structures/WoodlandMansionPieces$MansionGrid
net/minecraft/world/level/levelgen/structure/WoodlandMansionPieces$MansionPiecePlacer	net/minecraft/world/level/levelgen/structure/structures/WoodlandMansionPieces$MansionPiecePlacer
net/minecraft/world/level/levelgen/structure/WoodlandMansionPieces$PlacementData	net/minecraft/world/level/levelgen/structure/structures/WoodlandMansionPieces$PlacementData
net/minecraft/world/level/levelgen/structure/WoodlandMansionPieces$SecondFloorRoomCollection	net/minecraft/world/level/levelgen/structure/structures/WoodlandMansionPieces$SecondFloorRoomCollection
net/minecraft/world/level/levelgen/structure/WoodlandMansionPieces$SimpleGrid	net/minecraft/world/level/levelgen/structure/structures/WoodlandMansionPieces$SimpleGrid
net/minecraft/world/level/levelgen/structure/WoodlandMansionPieces$ThirdFloorRoomCollection	net/minecraft/world/level/levelgen/structure/structures/WoodlandMansionPieces$ThirdFloorRoomCollection
net/minecraft/world/level/levelgen/structure/WoodlandMansionPieces$WoodlandMansionPiece	net/minecraft/world/level/levelgen/structure/structures/WoodlandMansionPieces$WoodlandMansionPiece
net/minecraft/world/level/storage/loot/BinomialDistributionGenerator	net/minecraft/world/level/storage/loot/providers/number/BinomialDistributionGenerator

# =========================================================================
# HARVESTED RENAMES — member-set matched (1.16.5/1.20.1/1.21.1 -> 26.1.2)
# -------------------------------------------------------------------------
# Simple-name-CHANGED renames (FarmBlock->FarmlandBlock, MobSpawnType->
# EntitySpawnReason, FrameType->AdvancementType, ResourceLocation->Identifier,
# ...). The package-move harvests above only matched same-simple-name classes;
# these were paired by member-set similarity instead: a disappeared old class
# is matched to the 26.1.2 class sharing the most member names, accepted only
# at >=70% coverage of the smaller member set, >=0.5 Jaccard, and a clearly
# unique best match. Anonymous inner classes ($1, $2) were excluded. Applied
# host-version-aware at runtime, so each lands only where the host already has
# the NEW name (a 1.21.11 host gets the subset that renamed by 1.21.11).
# 117 entries.
# =========================================================================
net/minecraft/advancements/AdvancementList$Listener	net/minecraft/advancements/AdvancementTree$Listener
net/minecraft/advancements/FrameType	net/minecraft/advancements/AdvancementType
net/minecraft/advancements/critereon/ItemAttributeModifiersPredicate$EntryPredicate	net/minecraft/core/component/predicates/AttributeModifiersPredicate$EntryPredicate
net/minecraft/advancements/critereon/ItemEnchantmentsPredicate	net/minecraft/core/component/predicates/EnchantmentsPredicate
net/minecraft/advancements/critereon/ItemFireworkExplosionPredicate$FireworkPredicate	net/minecraft/core/component/predicates/FireworkExplosionPredicate$FireworkPredicate
net/minecraft/advancements/critereon/ItemFireworksPredicate	net/minecraft/core/component/predicates/FireworksPredicate
net/minecraft/advancements/critereon/ItemJukeboxPlayablePredicate	net/minecraft/core/component/predicates/JukeboxPlayablePredicate
net/minecraft/advancements/critereon/ItemSubPredicates	net/minecraft/core/component/predicates/DataComponentPredicates
net/minecraft/advancements/critereon/ItemTrimPredicate	net/minecraft/core/component/predicates/TrimPredicate
net/minecraft/advancements/critereon/ItemWrittenBookPredicate	net/minecraft/core/component/predicates/WrittenBookPredicate
net/minecraft/advancements/critereon/KilledByCrossbowTrigger$TriggerInstance	net/minecraft/advancements/criterion/KilledByArrowTrigger$TriggerInstance
net/minecraft/client/gui/MapRenderer$MapInstance	net/minecraft/client/resources/MapTextureManager$MapInstance
net/minecraft/client/gui/components/DebugScreenOverlay$AllocationRateCalculator	net/minecraft/client/gui/components/debug/DebugEntryMemory$AllocationRateCalculator
net/minecraft/client/gui/components/PlayerFaceRenderer	net/minecraft/client/gui/components/PlayerFaceExtractor
net/minecraft/client/gui/layouts/GridLayout$CellInhabitant	net/minecraft/client/gui/layouts/GridLayout$ChildContainer
net/minecraft/client/gui/screens/BanNoticeScreen	net/minecraft/client/gui/screens/BanNoticeScreens
net/minecraft/client/gui/screens/EditServerScreen	net/minecraft/client/gui/screens/ManageServerScreen
net/minecraft/client/gui/screens/ReceivingLevelScreen$Reason	net/minecraft/client/gui/screens/LevelLoadingScreen$Reason
net/minecraft/client/gui/screens/reporting/ChatReportScreen$DiscardReportWarningScreen	net/minecraft/client/gui/screens/reporting/AbstractReportScreen$DiscardReportWarningScreen
net/minecraft/client/gui/screens/worldselection/CreateWorldScreen$DataPackReloadCookie	net/minecraft/client/gui/screens/worldselection/DataPackReloadCookie
net/minecraft/client/gui/screens/worldselection/CreateWorldScreen$SelectedGameMode	net/minecraft/client/gui/screens/worldselection/WorldCreationUiState$SelectedGameMode
net/minecraft/client/model/AgeableListModel	net/minecraft/client/model/BabyModelTransform
net/minecraft/client/model/AxolotlModel	net/minecraft/client/model/animal/axolotl/AdultAxolotlModel
net/minecraft/client/model/LavaSlimeModel	net/minecraft/client/model/monster/slime/MagmaCubeModel
net/minecraft/client/model/ParrotModel$State	net/minecraft/client/model/animal/parrot/ParrotModel$Pose
net/minecraft/client/multiplayer/ClientPacketListener$DeferredPacket	net/minecraft/client/multiplayer/ClientCommonPacketListenerImpl$DeferredPacket
net/minecraft/client/multiplayer/chat/report/ChatReportBuilder$CannotBuildReason	net/minecraft/client/multiplayer/chat/report/Report$CannotBuildReason
net/minecraft/client/multiplayer/chat/report/ChatReportBuilder$ChatReport	net/minecraft/client/multiplayer/chat/report/Report
net/minecraft/client/particle/ParticleEngine$MutableSpriteSet	net/minecraft/client/particle/ParticleResources$MutableSpriteSet
net/minecraft/client/renderer/FaceInfo$Constants	net/minecraft/client/renderer/FaceInfo$Extent
net/minecraft/client/renderer/LevelRenderer$RenderChunkInfo	net/minecraft/client/renderer/SectionOcclusionGraph$Node
net/minecraft/client/renderer/RenderType$OutlineProperty	net/minecraft/client/renderer/rendertype/RenderSetup$OutlineProperty
net/minecraft/client/renderer/block/LiquidBlockRenderer	net/minecraft/client/renderer/block/FluidRenderer
net/minecraft/client/renderer/block/ModelBlockRenderer$AdjacencyInfo	net/minecraft/client/renderer/block/BlockModelLighter$AdjacencyInfo
net/minecraft/client/renderer/block/ModelBlockRenderer$AmbientVertexRemap	net/minecraft/client/renderer/block/BlockModelLighter$AmbientVertexRemap
net/minecraft/client/renderer/block/ModelBlockRenderer$Cache	net/minecraft/client/renderer/block/BlockModelLighter$Cache
net/minecraft/client/renderer/block/ModelBlockRenderer$SizeInfo	net/minecraft/client/renderer/block/BlockModelLighter$SizeInfo
net/minecraft/client/renderer/block/model/BlockElement	net/minecraft/client/resources/model/cuboid/CuboidModelElement
net/minecraft/client/renderer/block/model/BlockElementFace	net/minecraft/client/resources/model/cuboid/CuboidFace
net/minecraft/client/renderer/block/model/BlockElementFace$Deserializer	net/minecraft/client/resources/model/cuboid/CuboidFace$Deserializer
net/minecraft/client/renderer/block/model/BlockModel$Deserializer	net/minecraft/client/resources/model/cuboid/CuboidModel$Deserializer
net/minecraft/client/renderer/block/model/BlockModel$GuiLight	net/minecraft/client/resources/model/UnbakedModel$GuiLight
net/minecraft/client/renderer/block/model/ItemModelGenerator$SpanFacing	net/minecraft/client/resources/model/cuboid/ItemModelGenerator$SideDirection
net/minecraft/client/renderer/block/model/ItemTransforms$TransformType	net/minecraft/world/item/ItemDisplayContext
net/minecraft/client/renderer/chunk/ChunkRenderDispatcher$RenderChunk$RebuildTask$CompileResults	net/minecraft/client/renderer/chunk/SectionCompiler$Results
net/minecraft/client/renderer/chunk/SectionRenderDispatcher$SectionTaskResult	net/minecraft/client/renderer/chunk/SectionRenderDispatcher$RenderSection$CompileTask$SectionTaskResult
net/minecraft/client/renderer/entity/EnderDragonRenderer$DragonModel	net/minecraft/client/model/monster/dragon/EnderDragonModel
net/minecraft/client/resources/model/BlockStateModelLoader$ModelGroupKey	net/minecraft/client/resources/model/ModelGroupCollector$GroupKey
net/minecraft/client/resources/model/ModelBakery$ModelGroupKey	net/minecraft/client/resources/model/ModelGroupCollector$GroupKey
net/minecraft/commands/CommandFunction$CacheableFunction	net/minecraft/commands/CacheableFunction
net/minecraft/data/loot/BlockLoot	net/minecraft/data/loot/BlockLootSubProvider
net/minecraft/data/worldgen/StructureFeatures	net/minecraft/world/level/levelgen/structure/BuiltinStructures
net/minecraft/network/chat/TranslatableComponent	net/minecraft/network/chat/contents/TranslatableContents
net/minecraft/network/protocol/common/custom/BrainDebugPayload$BrainDump	net/minecraft/util/debug/DebugBrainDump
net/minecraft/network/protocol/game/ClientboundHorseScreenOpenPacket	net/minecraft/network/protocol/game/ClientboundMountScreenOpenPacket
net/minecraft/network/protocol/game/ServerboundBlockEntityTagQuery	net/minecraft/network/protocol/game/ServerboundBlockEntityTagQueryPacket
net/minecraft/network/protocol/game/ServerboundEntityTagQuery	net/minecraft/network/protocol/game/ServerboundEntityTagQueryPacket
net/minecraft/network/protocol/login/ClientboundGameProfilePacket	net/minecraft/network/protocol/login/ClientboundLoginFinishedPacket
net/minecraft/server/ServerFunctionManager$TraceCallbacks	net/minecraft/commands/execution/TraceCallbacks
net/minecraft/server/commands/TeleportCommand$LookAtEntity	net/minecraft/server/commands/LookAt$LookAtEntity
net/minecraft/server/network/TextFilterClient	net/minecraft/server/network/ServerTextFilter
net/minecraft/server/network/TextFilterClient$IgnoreStrategy	net/minecraft/server/network/ServerTextFilter$IgnoreStrategy
net/minecraft/server/network/TextFilterClient$PlayerContext	net/minecraft/server/network/ServerTextFilter$PlayerContext
net/minecraft/server/packs/repository/Pack$Info	net/minecraft/server/packs/repository/Pack$Metadata
net/minecraft/server/players/GameProfileCache	net/minecraft/server/players/CachedUserNameToIdResolver
net/minecraft/util/datafix/ComponentDataFixUtils	net/minecraft/util/datafix/LegacyComponentDataFixUtils
net/minecraft/util/datafix/fixes/AttributesRename	net/minecraft/util/datafix/fixes/AttributesRenameLegacy
net/minecraft/util/datafix/fixes/ItemStackComponentRemainderFix	net/minecraft/util/datafix/fixes/DataComponentRemainderFix
net/minecraft/util/profiling/jfr/stats/NetworkPacketSummary	net/minecraft/util/profiling/jfr/stats/IoSummary
net/minecraft/util/profiling/jfr/stats/NetworkPacketSummary$PacketCountAndSize	net/minecraft/util/profiling/jfr/stats/IoSummary$CountAndSize
net/minecraft/util/profiling/jfr/stats/NetworkPacketSummary$PacketIdentification	net/minecraft/util/profiling/jfr/stats/PacketIdentification
net/minecraft/world/entity/AgableMob$AgableMobGroupData	net/minecraft/world/entity/AgeableMob$AgeableMobGroupData
net/minecraft/world/entity/MobSpawnType	net/minecraft/world/entity/EntitySpawnReason
net/minecraft/world/entity/RelativeMovement	net/minecraft/world/entity/Relative
net/minecraft/world/entity/ai/behavior/WeightedList$WeightedEntry	net/minecraft/world/entity/ai/behavior/ShufflingList$WeightedEntry
net/minecraft/world/entity/ai/goal/FollowBoatGoal	net/minecraft/world/entity/ai/goal/FollowPlayerRiddenEntityGoal
net/minecraft/world/entity/animal/Fox$Type	net/minecraft/world/entity/animal/fox/Fox$Variant
net/minecraft/world/entity/animal/IronGolem$Crackiness	net/minecraft/world/entity/Crackiness$Level
net/minecraft/world/entity/animal/MushroomCow$MushroomType	net/minecraft/world/entity/animal/cow/MushroomCow$Variant
net/minecraft/world/entity/vehicle/Boat$Status	net/minecraft/world/entity/vehicle/boat/AbstractBoat$Status
net/minecraft/world/item/ArmorItem$Type	net/minecraft/world/item/equipment/ArmorType
net/minecraft/world/item/FireworkRocketItem$Shape	net/minecraft/world/item/component/FireworkExplosion$Shape
net/minecraft/world/item/FishBucketItem	net/minecraft/world/item/MobBucketItem
net/minecraft/world/level/biome/Biome$ClimateParameters	net/minecraft/world/level/biome/Climate$ParameterPoint
net/minecraft/world/level/block/AbstractGlassBlock	net/minecraft/world/level/block/TransparentBlock
net/minecraft/world/level/block/BambooBlock	net/minecraft/world/level/block/BambooStalkBlock
net/minecraft/world/level/block/EnchantmentTableBlock	net/minecraft/world/level/block/EnchantingTableBlock
net/minecraft/world/level/block/FarmBlock	net/minecraft/world/level/block/FarmlandBlock
net/minecraft/world/level/block/FungusBlock	net/minecraft/world/level/block/NetherFungusBlock
net/minecraft/world/level/block/Lantern	net/minecraft/world/level/block/LanternBlock
net/minecraft/world/level/block/PinkPetalsBlock	net/minecraft/world/level/block/FlowerBedBlock
net/minecraft/world/level/block/PressurePlateBlock$Sensitivity	net/minecraft/world/level/block/state/properties/BlockSetType$PressurePlateSensitivity
net/minecraft/world/level/block/Seagrass	net/minecraft/world/level/block/SeagrassBlock
net/minecraft/world/level/block/SnowyDirtBlock	net/minecraft/world/level/block/SnowyBlock
net/minecraft/world/level/block/TallSeagrass	net/minecraft/world/level/block/TallSeagrassBlock
net/minecraft/world/level/block/entity/BeaconBlockEntity$BeaconBeamSection	net/minecraft/world/level/block/entity/BeaconBeamOwner$Section
net/minecraft/world/level/block/entity/EnchantmentTableBlockEntity	net/minecraft/world/level/block/entity/EnchantingTableBlockEntity
net/minecraft/world/level/block/entity/trialspawner/TrialSpawnerData	net/minecraft/world/level/block/entity/trialspawner/TrialSpawnerStateData
net/minecraft/world/level/chunk/ChunkStatus$ChunkType	net/minecraft/world/level/chunk/status/ChunkType
net/minecraft/world/level/dimension/end/DragonRespawnAnimation	net/minecraft/world/level/dimension/end/DragonRespawnStage
net/minecraft/world/level/dimension/end/EndDragonFight	net/minecraft/world/level/dimension/end/EnderDragonFight
net/minecraft/world/level/levelgen/feature/NoSurfaceOreFeature	net/minecraft/world/level/levelgen/feature/ScatteredOreFeature
net/minecraft/world/level/levelgen/feature/SpikeFeature$EndSpike	net/minecraft/world/level/levelgen/feature/EndSpikeFeature$EndSpike
net/minecraft/world/level/levelgen/feature/stateproviders/RuleBasedBlockStateProvider$Rule	net/minecraft/world/level/levelgen/feature/stateproviders/RuleBasedStateProvider$Rule
net/minecraft/world/level/levelgen/structure/JunglePyramidPiece	net/minecraft/world/level/levelgen/structure/structures/JungleTemplePiece
net/minecraft/world/level/levelgen/structure/MineShaftPieces$MineShaftCorridor	net/minecraft/world/level/levelgen/structure/structures/MineshaftPieces$MineShaftCorridor
net/minecraft/world/level/levelgen/structure/MineShaftPieces$MineShaftCrossing	net/minecraft/world/level/levelgen/structure/structures/MineshaftPieces$MineShaftCrossing
net/minecraft/world/level/levelgen/structure/MineShaftPieces$MineShaftRoom	net/minecraft/world/level/levelgen/structure/structures/MineshaftPieces$MineShaftRoom
net/minecraft/world/level/levelgen/structure/NetherBridgePieces$NetherBridgePiece	net/minecraft/world/level/levelgen/structure/structures/NetherFortressPieces$NetherBridgePiece
net/minecraft/world/level/levelgen/structure/NetherBridgePieces$StartPiece	net/minecraft/world/level/levelgen/structure/structures/NetherFortressPieces$StartPiece
net/minecraft/world/level/levelgen/structure/SwamplandHutPiece	net/minecraft/world/level/levelgen/structure/structures/SwampHutPiece
net/minecraft/world/level/material/MaterialColor	net/minecraft/world/level/material/MapColor
net/minecraft/world/level/pathfinder/BlockPathTypes	net/minecraft/world/level/pathfinder/PathType
net/minecraft/world/level/storage/DimensionDataStorage	net/minecraft/world/level/storage/SavedDataStorage
net/minecraft/world/level/storage/loot/functions/CopyNbtFunction$Builder	net/minecraft/world/level/storage/loot/functions/CopyCustomDataFunction$Builder
net/minecraft/world/level/storage/loot/functions/CopyNbtFunction$MergeStrategy	net/minecraft/world/level/storage/loot/functions/CopyCustomDataFunction$MergeStrategy
net/minecraft/world/level/storage/loot/functions/LootingEnchantFunction$Builder	net/minecraft/world/level/storage/loot/functions/EnchantedCountIncreaseFunction$Builder

# Manual renames the member-matcher missed (heavily refactored classes whose
# member sets diverged, but the rename is verified against 1.21.11/26.1.2):
net/minecraft/world/item/UseAnim	net/minecraft/world/item/ItemUseAnimation
net/minecraft/world/level/storage/loot/parameters/LootContextParam	net/minecraft/util/context/ContextKey
net/minecraft/client/renderer/entity/layers/ElytraLayer	net/minecraft/client/renderer/entity/layers/WingsLayer
# --- snapshot.2: additional 26.1 package moves found by the compat audit ---
# GlStateManager moved com.mojang.blaze3d.platform → .opengl in the 26.1 render
# rewrite. The outer class moved cleanly (top compat-audit gap, ~31 refs).
com/mojang/blaze3d/platform/GlStateManager	com/mojang/blaze3d/opengl/GlStateManager
# Its inner blend-factor enums were PROMOTED to top-level in the same platform
# package (26.1): GlStateManager$SourceFactor → SourceFactor, $DestFactor →
# DestFactor. The intermediary harvest (class_4535/class_4534) still emits the
# old inner names, so map them here. Enum constants (SRC_ALPHA, …) are unchanged,
# so this is a clean type move. Sole-blocker for 4 mods in the 5000-mod audit.
com/mojang/blaze3d/platform/GlStateManager$SourceFactor	com/mojang/blaze3d/platform/SourceFactor
com/mojang/blaze3d/platform/GlStateManager$DestFactor	com/mojang/blaze3d/platform/DestFactor
# Yarn name Item$Settings → Mojang Item$Properties. A handful of otherwise
# fully-remapped Fabric content mods (Macaw's furniture family, farmer's knives,
# runes) carry a stray Yarn *class* reference to Item.Settings while their method
# calls are intermediary (remapped fine) — so the class rename is the sole gap.
# Top sole-blocker (6+ mods) in the 5000-mod audit.
net/minecraft/item/Item$Settings	net/minecraft/world/item/Item$Properties
# VillagerTrades moved world.entity.npc → world.item.trading in 26.1. Outer type
# resolves; the $ItemListing inner interface was removed (custom-trade mods that
# implement it need re-authoring — tracked as a known limitation).
net/minecraft/world/entity/npc/VillagerTrades	net/minecraft/world/item/trading/VillagerTrades
# BlockRenderLayerMap removed from the 26.1-era Fabric API → Retromod no-op stand-in
# (FabricBlockRenderLayerBridge injects the synthetic). Non-vanilla target: applied
# only on the 26.1+ path (where the real class is gone). Soft-fail — render-layer
# registration is inert (transparent blocks render solid), but the mod loads.
net/fabricmc/fabric/api/blockrenderlayer/v1/BlockRenderLayerMap	com/retromod/generated/legacyfabric/BlockRenderLayerMap
